"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL709217";"F";"Percentage of growth inhibition of multidrug resistance Leishmania tropica Lines at 7 uM.";"Leishmania tropica";"21";"21";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5666";"";"";"";"";"CHEMBL1148393";"14736239";"10.1021/jm0309699";"2004";"J Med Chem";"47";"576";"587";"";"";"";"";"";""
"CHEMBL1286531";"F";"Antileishmanial activity against promastigotes of Leishmania amazonensis WHO/BR/00/LT0016 after 18 hrs by MTT assay";"Leishmania amazonensis";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"WHO/BR/00/LT0016";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1275339";"20934347";"10.1016/j.bmc.2010.09.015";"2010";"Bioorg Med Chem";"18";"8044";"8053";"";"";"";"";"";""
"CHEMBL1286532";"F";"Antileishmanial activity against promastigotes of Leishmania major MHOM/1L/80/Fredlin after 18 hrs by MTT assay";"Leishmania major";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/1L/80/Fredlin";"Scientific Literature";"5664";"";"";"";"";"CHEMBL1275339";"20934347";"10.1016/j.bmc.2010.09.015";"2010";"Bioorg Med Chem";"18";"8044";"8053";"";"";"";"";"";""
"CHEMBL1250681";"F";"Antileishmanial activity against promastigotes of Leishmania donovani HOM/IN/01/2001 after 72 hrs by flow cytometry";"Leishmania donovani";"26";"26";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"HOM/IN/01/2001";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1250547";"20833057";"10.1016/j.bmc.2010.06.099";"2010";"Bioorg Med Chem";"18";"7310";"7320";"";"";"";"";"";""
"CHEMBL1028872";"F";"Reduction of TNFalpha production in IFN-gamma-stimulated BALB/c mouse peritoneal macrophages infected with Leishmania major MHOM/IL/81/FE/BNI promastigotes at 3 uM after 24 hrs by sandwich ELISA";"Mus musculus";"4";"4";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"Macrophage";"";"CHEMBL1143311";"19117415";"10.1021/jm801084u";"2009";"J Med Chem";"52";"626";"636";"";"";"";"";"";""
"CHEMBL1252200";"F";"Antimicrobial activity against promastigotes of Leishmania mexicana assessed as inhibition of cell proliferation after 72 hrs by alamar blue assay";"Leishmania mexicana";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5665";"";"";"";"";"CHEMBL1250434";"20579889";"10.1016/j.bmc.2010.05.078";"2010";"Bioorg Med Chem";"18";"5016";"5024";"";"";"";"";"";""
"CHEMBL708117";"F";"The compound was tested for growth inhibition against Wild type parasites, at a concentration of 30 uM";"Leishmania tropica";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5666";"";"";"";"";"CHEMBL1132450";"10543882";"10.1021/jm991066b";"1999";"J Med Chem";"42";"4388";"4393";"";"";"";"";"";""
"CHEMBL709600";"F";"In vitro evaluation of leishmanicidal activity against Leishmania donovani (PP75) at a dose 10 ug/mL; ++ = 80- 90% lysis";"Leishmania donovani";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1132138";"10509921";"10.1016/s0960-894x(99)00453-9";"1999";"Bioorg Med Chem Lett";"9";"2711";"2714";"";"";"";"";"";""
"CHEMBL2038886";"F";"Antileishmanial activity against Leishmania donovani promastigotes after 72 hrs by alamar blue assay";"Leishmania donovani";"2";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL2034895";"22360686";"10.1021/np2009016";"2012";"J Nat Prod";"75";"774";"778";"";"";"";"";"";""
"CHEMBL1266497";"F";"Antileishmanial activity Leishmania major V121 promastigotes infected in mouse bone marrow-derived macrophage assessed as inhibition of cell invasion after 48 hrs by microscopy";"Leishmania major";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"V121";"Scientific Literature";"5664";"";"";"";"";"CHEMBL1255431";"20160053";"10.1128/aac.01634-09";"2010";"Antimicrob Agents Chemother";"54";"1712";"1719";"";"";"";"";"";""
"CHEMBL1039029";"F";"Ratio of compound IC50 to Miltefosine IC50 for Leishmania braziliensis MHOM/BR/00/LTB300 promastigotes";"Leishmania braziliensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/00/LTB300";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1156117";"19837489";"10.1016/j.ejmech.2009.09.009";"2009";"Eur J Med Chem";"44";"5055";"5065";"";"";"";"";"";""
"CHEMBL1655387";"F";"Antileishmanial activity against Leishmania major MHOM/SU/73/5-ASKH assessed as growth by Alamar blue assay";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SU/73/5-ASKH";"Scientific Literature";"5664";"";"";"";"";"CHEMBL1649070";"21126022";"10.1021/jm1010572";"2011";"J Med Chem";"54";"211";"221";"";"";"";"";"";""
"CHEMBL693974";"F";"Percent suppression of parasitaemia was measured in vivo against Visceral Leishmania donovani in hamsters at 52 mg/kg of dosage level.";"Cricetulus griseus";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"10029";"";"";"";"";"CHEMBL1131410";"9822557";"10.1021/jm9804073";"1998";"J Med Chem";"41";"4885";"4889";"standard_type:DOSE standard_relation:= standard_value:52.0 standard_units:mg.kg-1 comments:None";"";"";"";"";""
"CHEMBL1216635";"F";"Immunomodulatory effect in Leishmania major infected C57BL/6 mouse assessed as levels of CD11c+ and MHC-2+ in dendritic cells at 200 ug administered topically measured after 48 hrs by FACS method";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"C57BL/6";"Scientific Literature";"10090";"";"";"dendritic";"";"CHEMBL1212797";"19995922";"10.1128/aac.01014-09";"2010";"Antimicrob Agents Chemother";"54";"652";"659";"";"";"";"";"";""
"CHEMBL1282046";"F";"Antileishmanial activity against Leishmania mexicana infected in BALB/c mouse macrophage assessed as growth inhibition at 1 ug/ml after 3 days by hemocytometer";"Leishmania mexicana";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5665";"";"";"";"";"CHEMBL1275525";"18694950";"10.1128/aac.00124-08";"2008";"Antimicrob Agents Chemother";"52";"3642";"3647";"";"";"";"";"";""
"CHEMBL1282035";"F";"Antileishmanial activity against Leishmania mexicana MNYC/BZ/62/M379 infected in BALB/c mouse macrophage measured on day 6 by hemocytometer";"Leishmania mexicana";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MNYC/BZ/62/M379";"Scientific Literature";"5665";"";"";"";"";"CHEMBL1275525";"18694950";"10.1128/aac.00124-08";"2008";"Antimicrob Agents Chemother";"52";"3642";"3647";"";"";"";"";"";""
"CHEMBL1282049";"F";"Antileishmanial activity against Leishmania mexicana infected in BALB/c mouse macrophage assessed as growth inhibition at 10 ug/ml after 12 days by hemocytometer";"Leishmania mexicana";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5665";"";"";"";"";"CHEMBL1275525";"18694950";"10.1128/aac.00124-08";"2008";"Antimicrob Agents Chemother";"52";"3642";"3647";"";"";"";"";"";""
"CHEMBL1211499";"F";"Antileishmanial activity against Leishmania donovani amastigotes after 48 hrs by MTT assay";"Leishmania donovani";"23";"23";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1208686";"20546981";"10.1016/j.ejmech.2010.04.033";"2010";"Eur J Med Chem";"45";"3439";"3445";"";"";"";"";"";""
"CHEMBL1211503";"F";"Antileishmanial activity against Leishmania donovani infected in golden Syrian hamsters assessed as reduction of spleen weight at 250 mg/kg, ip administered 20 days after infection for 10 days (Rvb = 503 +/- 34 mg)";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"CHEMBL3559722";"Spleen";"";"";"CHEMBL1208686";"20546981";"10.1016/j.ejmech.2010.04.033";"2010";"Eur J Med Chem";"45";"3439";"3445";"standard_type:DOSE standard_relation:= standard_value:250.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1685322";"F";"Antileishmanial activity against amastigotes of Leishmania donovani at 10 ug/ml";"Leishmania donovani";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1681663";"21295472";"10.1016/j.bmcl.2011.01.026";"2011";"Bioorg Med Chem Lett";"21";"1407";"1410";"";"";"";"";"";""
"CHEMBL1049539";"F";"Antileishmanial activity against Leishmania amazonensis LV79 MPRO/BR/72/M1841 infected in BALB/c mouse assessed as reduction in parasite burden at 5 mg/kg after 4 weeks";"Leishmania amazonensis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LV79 MPRO/BR/72/M1841";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1153187";"19962891";"10.1016/j.bmcl.2009.11.033";"2010";"Bioorg Med Chem Lett";"20";"100";"103";"standard_type:DOSE standard_relation:= standard_value:5.0 standard_units:mg.kg-1 comments:None";"";"";"";"";""
"CHEMBL709438";"F";"Antiprotozoal activity against Leishmania donovani L82 at a dose of 3 ug/mL.";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1136179";"14611847";"10.1016/s0960-894x(03)00579-1";"2003";"Bioorg Med Chem Lett";"13";"2875";"2878";"";"";"";"";"";""
"CHEMBL1216627";"F";"Immunomodulatory effect in Leishmania major uninfected C57BL/6 mouse bone marrow dendritic cells assessed as CD40 expression at 5 to 50 uM after 18 hrs by flow cytometry";"Mus musculus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"C57BL/6";"Scientific Literature";"10090";"";"";"dendritic";"";"CHEMBL1212797";"19995922";"10.1128/aac.01014-09";"2010";"Antimicrob Agents Chemother";"54";"652";"659";"";"";"";"";"";""
"CHEMBL941602";"F";"Antileishmanial activity against Leishmania donovani MHOMET-67/L82 amastigotes infected in mouse macrophage by reporter dye assay";"Leishmania donovani";"24";"24";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOMET-67/L82";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1137633";"17698622";"10.1128/aac.00425-07";"2007";"Antimicrob Agents Chemother";"51";"3796";"3802";"";"";"";"";"";""
"CHEMBL707047";"F";"In vitro for leishmanicidal activity against Leishmania brasiliensis (2903) at the concentration of 10 ug/mL.";"Leishmania braziliensis";"19";"19";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1135076";"11844694";"10.1016/s0960-894x(01)00837-x";"2002";"Bioorg Med Chem Lett";"12";"659";"662";"";"";"";"";"";""
"CHEMBL887245";"F";"Inhibition of Leishmania donovani HOM/IN/80/DD8 in hamster at 50 mg/kg, ip after 7 days";"Leishmania donovani";"9";"9";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"HOM/IN/80/DD8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1144578";"17178176";"10.1016/j.ejmech.2006.09.016";"2007";"Eur J Med Chem";"42";"511";"516";"standard_type:DOSE standard_relation:= standard_value:50.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL1068596";"F";"Antileishmanial activity against Leishmania donovani infected in hamster assessed inhibition of parasite growth at 20 mg/kg";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1153117";"19913413";"10.1016/j.bmcl.2009.10.117";"2010";"Bioorg Med Chem Lett";"20";"291";"293";"standard_type:DOSE standard_relation:= standard_value:20.0 standard_units:mg.kg-1 comments:None";"";"";"";"";""
"CHEMBL1655383";"F";"Antileishmanial activity against Leishmania major MHOM/SU/73/5-ASKH assessed as growth at 50 ug/ml by Alamar blue assay in presence of pyrimethamine; 5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine DHFR inhibitor";"Leishmania major";"6";"6";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SU/73/5-ASKH";"Scientific Literature";"5664";"";"";"";"";"CHEMBL1649070";"21126022";"10.1021/jm1010572";"2011";"J Med Chem";"54";"211";"221";"";"";"";"";"";""
"CHEMBL1656224";"F";"Antileishmanial activity against Leishmania donovani HU3 infected in mouse";"Leishmania donovani";"2";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"HU3";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1649109";"18378716";"10.1128/aac.00645-07";"2008";"Antimicrob Agents Chemother";"52";"2130";"2137";"";"";"";"";"";""
"CHEMBL880834";"F";"The compound was tested for growth inhibition against DNM-R150 (Leishmania tropica) parasites, at a concentration of 30 uM";"Leishmania tropica";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5666";"";"";"";"";"CHEMBL1132450";"10543882";"10.1021/jm991066b";"1999";"J Med Chem";"42";"4388";"4393";"";"";"";"";"";""
"CHEMBL1056470";"F";"Effect on glycerol catabolite excretion in Leishmania braziliensis promastigotes at IC25 after 96 hrs by NMR spectroscopy";"Leishmania braziliensis";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5660";"";"";"";"";"CHEMBL1153034";"19489596";"10.1021/np8008122";"2009";"J Nat Prod";"72";"1069";"1074";"";"";"";"";"";""
"CHEMBL1635998";"F";"Decrease in LdMT gene expression in Leishmania donovani K59M20 by RT-PCR method";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"K59M20";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1629601";"19015344";"10.1128/aac.01233-08";"2009";"Antimicrob Agents Chemother";"53";"835";"838";"";"";"";"";"";""
"CHEMBL1068594";"F";"Selectivity index, ratio of CC50 for mouse J774A1 cells to IC50 for Leishmania donovani amastigotes";"";"22";"22";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"J774.A1";"";"CHEMBL1153117";"19913413";"10.1016/j.bmcl.2009.10.117";"2010";"Bioorg Med Chem Lett";"20";"291";"293";"";"";"";"";"";""
"CHEMBL1068592";"F";"Antileishmanial activity against Leishmania donovani promastigotes";"Leishmania donovani";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1153117";"19913413";"10.1016/j.bmcl.2009.10.117";"2010";"Bioorg Med Chem Lett";"20";"291";"293";"";"";"";"";"";""
"CHEMBL710663";"F";"Percentage of activity against Leishmania infantum at 12.5 uM Concentration; Toxic upon mouse primary peritoneal macrophages";"Leishmania infantum";"26";"26";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL1133105";"10893302";"10.1021/jm990946n";"2000";"J Med Chem";"43";"2646";"2654";"";"";"";"";"";""
"CHEMBL689385";"F";"Antileishmanial activity against Leishmania donovani in hamsters at a concentration of 0.81 mg/kg; NA = not available";"Cricetulus griseus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"10029";"";"";"";"";"CHEMBL1121602";"7411553";"10.1021/jm00183a004";"1980";"J Med Chem";"23";"981";"985";"standard_type:DOSE standard_relation:= standard_value:0.81 standard_units:mg.kg-1 comments:None";"";"";"";"";""
"CHEMBL710665";"F";"Percentage of activity against Leishmania infantum at 3.13 uM";"Leishmania infantum";"30";"30";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL1133105";"10893302";"10.1021/jm990946n";"2000";"J Med Chem";"43";"2646";"2654";"";"";"";"";"";""
"CHEMBL1613920";"F";"PUBCHEM_BIOASSAY: Confirmation Assay for Inhibitors of Leishmania Mexicana Pyruvate Kinase (LmPK): for Probe SAR. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1379, AID1721, AID2266]";"Leishmania mexicana mexicana";"75";"77";"BAO_0000019";"assay format";"8";"8 - Homologous single protein target assigned";"";"PubChem BioAssays";"44270";"";"";"";"";"CHEMBL1201862";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1696984";"F";"Ratio of antimicrobial activity against drug-resistant Leishmania donovani LdDR50 to antimicrobial activity against wild type Leishmania donovani AG83";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1687733";"19332675";"10.1128/aac.01648-08";"2009";"Antimicrob Agents Chemother";"53";"2589";"2598";"";"";"";"";"";""
"CHEMBL1107635";"F";"Antiprotozoal activity Leishmania donovani by Alamar blue assay";"Leishmania donovani";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1154210";"19653640";"10.1021/np900177m";"2009";"J Nat Prod";"72";"1524";"1528";"";"";"";"";"";""
"CHEMBL1067493";"F";"Antileishmanial activity against Leishmania infantum MHOM/TN/80/IPT1/LEM 235 promastigotes after 72 hrs by propidium iodide and SYBR14 satining-base flow cytometry";"Leishmania infantum";"14";"14";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/TN/80/IPT1/LEM 235";"Scientific Literature";"5671";"";"";"";"";"CHEMBL1157671";"19926293";"10.1016/j.bmc.2009.10.059";"2010";"Bioorg Med Chem";"18";"274";"281";"";"";"";"";"";""
